"","income","height","weight","age","marital","sex","education","afqt"
"1597",98200,64,155,52,"married","female",18,86.817
"1598",140000,71,240,51,"married","male",16,80.788
"1599",35000,70,150,55,"divorced","male",12,38.541
"1600",0,71,205,49,"married","male",9,6.098
"1601",40000,72,240,50,"married","male",10,11.194
"1602",0,72,170,51,"single","male",12,27.015
"1603",32000,66,190,49,"married","female",16,31.605
"1604",25000,65,170,51,"married","female",11,49.802
"1605",58000,68,180,55,"married","male",12,61.328
"1606",0,69,180,54,"widowed","female",13,4.263
"1607",0,72,157,49,"married","male",15,24.702
"1608",0,62,125,51,"married","female",13,41.743
"1609",25000,72,140,53,"married","male",12,61.993
"1610",1808,61,126,51,"married","female",8,19.582
"1611",0,71,230,51,"married","male",NA,18.969
"1612",70000,62,140,51,"married","female",12,63.353
"1613",75000,69,240,49,"married","male",16,39.111
"1614",160000,66,125,51,"separated","female",16,65.301
"1615",72000,70,210,51,"married","male",12,28.79
"1616",39000,64,280,55,"married","female",16,86.148
"1617",51483,72,347,54,"married","male",15,69.687
"1618",108000,67,178,50,"single","male",18,97.755
"1619",34675,71,212,53,"single","male",14,71.851
"1620",35000,66,NA,55,"married","female",12,53.448
"1621",28000,71,170,55,"married","male",17,77.766
"1622",0,62,116,50,"divorced","female",14,74.637
"1623",63000,71,155,51,"married","male",14,78.315
"1624",343830,65,140,53,"married","female",19,98.849
"1625",65000,68,195,51,"married","male",14,78.245
"1626",54000,66,160,51,"married","male",16,51.182
"1627",10000,63,143,50,"single","male",12,9.97
"1628",0,72,300,49,"divorced","male",10,41.932
"1629",800,71,198,56,"divorced","female",15,90.075
"1630",21000,66,180,47,"single","female",11,30.014
"1631",0,60,200,53,"single","female",9,2.093
"1632",38000,74,250,51,"married","male",12,29.414
"1633",0,71,187,49,"single","male",10,10.375
"1634",28800,73,243,49,"single","male",16,16.861
"1635",6000,68,170,52,"single","male",10,12.891
"1636",21000,67,190,49,"single","female",11,9.737
"1637",20000,62,125,54,"divorced","female",14,7.5
"1638",40000,67,179,51,"divorced","female",14,43.07
"1639",343830,67,200,50,"divorced","male",10,3.283
"1640",25000,66,240,53,"married","female",13,23.533
"1641",0,69,177,54,"single","male",NA,9.471
"1642",23800,68,226,54,"divorced","female",11,2.055
"1643",24000,73,215,50,"married","male",10,42.207
"1644",54000,72,204,53,"married","male",16,71.637
"1645",63000,62,NA,56,"married","female",12,28.7
"1646",73000,68,138,55,"married","female",18,49.737
"1647",26700,68,240,54,"single","female",14,58.737
"1648",85000,70,220,48,"married","male",16,93.923
"1649",0,65,205,55,"separated","female",9,NA
"1650",118500,66,150,52,"divorced","female",12,55.494
"1651",55000,70,190,48,"married","male",12,71.019
"1652",28000,70,195,49,"divorced","male",13,20.582
"1653",1000,75,247,50,"married","male",12,73.886
"1654",0,72,127,51,"divorced","male",13,47.888
"1655",39000,69,236,52,"married","male",15,44.078
"1656",0,64,430,50,"married","female",12,45.054
"1657",2000,71,205,49,"single","male",12,32.469
"1658",87000,66,167,52,"married","male",13,65.8
"1659",84000,65,229,51,"married","male",12,57.65
"1660",27000,61,145,48,"married","female",14,15.697
"1661",35000,67,185,52,"married","male",11,17.534
"1662",50000,72,160,54,"divorced","female",12,75.648
"1663",0,61,175,51,"divorced","female",12,2.857
"1664",0,63,180,50,"divorced","female",12,6.227
"1665",42945,66,185,48,"married","male",11,4.622
"1666",20800,65,159,53,"divorced","female",12,24.581
"1667",4200,62,200,51,"married","female",12,22.029
"1668",30000,61,230,50,"married","female",11,83.187
"1669",3600,67,200,56,"married","male",12,26.892
"1670",13159,67,140,53,"married","female",13,55.438
"1671",5000,70,210,53,"divorced","male",11,9.333
"1672",0,62,130,52,"divorced","female",18,34.726
"1673",0,66,190,52,"married","female",14,5.543
"1674",0,65,180,53,"separated","male",11,6.249
"1675",0,61,177,54,"married","female",12,42.294
"1676",80000,62,140,53,"married","female",12,19.348
"1677",35000,62,145,51,"married","female",14,41.414
"1678",45526,67,NA,50,"married","female",12,46.715
"1679",0,63,140,49,"married","female",12,35.114
"1680",74587,73,150,51,"married","male",14,87.508
"1681",0,66,150,56,"married","female",12,23.714
"1682",45000,62,143,52,"married","female",12,34.796
"1683",56000,74,185,50,"divorced","male",9,24.569
"1684",16000,64,170,48,"married","female",10,32.849
"1685",35000,70,165,53,"married","male",12,37.456
"1686",7000,74,195,50,"single","male",12,69.107
"1687",0,70,311,54,"married","male",12,40.135
"1688",32000,68,287,49,"married","female",12,76.175
"1689",25000,71,220,52,"married","male",12,7.627
"1690",0,68,220,49,"married","female",13,32.946
"1691",25000,73,230,48,"married","male",12,47.464
"1692",0,60,120,54,"divorced","female",9,2.515
"1693",29000,65,153,49,"married","female",14,78.543
"1694",29000,61,180,49,"married","female",13,89.248
"1695",75000,64,150,53,"married","female",13,44.875
"1696",140000,66,132,51,"divorced","female",14,79.569
"1697",105000,71,178,51,"married","male",18,88.511
"1698",42000,68,185,49,"married","male",12,68.273
"1699",0,63,180,49,"married","female",12,42.222
"1700",93600,66,230,54,"married","female",16,45.63
"1701",24000,69,200,49,"divorced","male",14,56.491
"1702",71000,67,189,48,"divorced","female",16,55.573
"1703",0,67,NA,54,"married","male",11,3.106
"1704",41000,66,229,54,"married","female",13,48.144
"1705",0,68,191,52,"married","female",9,66.195
"1706",0,70,120,54,"married","male",12,15.845
"1707",16393,64,142,53,"married","female",12,39.399
"1708",32000,66,210,53,"married","male",12,57.518
"1709",30000,62,211,52,"married","female",12,41.091
"1710",25000,66,155,48,"divorced","female",12,37.211
"1711",300,67,230,51,"married","female",12,26.828
"1712",0,72,272,53,"married","male",12,38.338
"1713",40000,70,180,50,"married","female",16,62.172
"1714",13800,64,230,53,"married","female",11,32.803
"1715",17000,69,155,54,"married","male",20,94.463
"1716",40000,66,160,49,"married","male",19,95.56
"1717",25000,73,170,50,"divorced","male",11,19.489
"1718",343830,77,260,50,"divorced","male",16,90.937
"1719",76000,72,205,50,"married","male",12,67.455
"1720",0,63,192,48,"married","female",12,38.305
"1721",55000,77,235,54,"married","male",14,NA
"1722",49000,66,193,48,"married","female",13,97.301
"1723",0,61,103,54,"married","female",14,84.254
"1724",53000,68,200,50,"married","male",12,74.784
"1725",26241,63,120,52,"divorced","female",12,37.129
"1726",28000,69,145,50,"married","male",12,69.48
"1727",0,67,200,48,"divorced","female",12,75.99
"1728",14972,71,200,53,"married","male",9,20.238
"1729",23000,66,165,52,"married","female",12,25.665
"1730",30000,64,180,55,"widowed","female",12,21.622
"1731",0,62,160,50,"divorced","female",13,61.373
"1732",0,70,200,51,"single","male",12,28.136
"1733",0,72,325,50,"single","male",12,22.216
"1734",24000,62,190,55,"divorced","female",10,16.414
"1735",33000,69,195,53,"married","male",13,57.85
"1736",0,71,225,52,"married","male",16,52.356
"1737",53000,68,160,49,"divorced","male",18,64.709
"1738",45000,64,150,48,"married","female",13,38.249
"1739",45000,70,180,49,"single","male",14,71.804
"1740",90000,71,190,55,"married","male",16,79.94
"1741",0,67,135,55,"married","female",16,33.651
"1742",45000,70,185,55,"married","male",12,39.968
"1743",5164,64,190,55,"single","female",12,28.235
"1744",127000,73,200,50,"married","male",18,88.459
"1745",23000,70,200,52,"single","male",12,58.556
"1746",1000,66,290,55,"divorced","female",15,64.202
"1747",35730,71,480,50,"married","male",12,55.13
"1748",42000,64,125,54,"married","female",16,16.574
"1749",91000,70,205,54,"married","male",14,94.069
"1750",343830,72,220,51,"married","male",16,84.042
"1751",7000,65,145,48,"married","female",14,80.41
"1752",13000,75,160,49,"divorced","female",12,42.884
"1753",10005,72,180,48,"divorced","male",12,32.682
"1754",35000,67,165,52,"married","female",16,73.711
"1755",49000,69,225,50,"married","male",13,66.867
"1756",2500,72,260,49,"married","male",12,76.005
"1757",19000,67,175,55,"divorced","male",14,81.543
"1758",22000,62,160,49,"married","female",12,11.934
"1759",60000,69,195,53,"married","male",12,50.21
"1760",68000,66,205,53,"married","female",14,90.558
"1761",42000,70,188,50,"married","male",14,NA
"1762",25000,64,150,53,"married","female",12,39.571
"1763",120000,71,225,50,"married","male",16,58.333
"1764",100000,70,190,48,"married","male",12,9.203
"1765",8600,66,132,51,"married","female",12,13.091
"1766",2500,65,128,50,"married","female",13,28.439
"1767",0,65,120,48,"married","female",12,18.716
"1768",50000,67,195,55,"divorced","male",12,24.83
"1769",41000,62,155,52,"married","female",16,30.397
"1770",14000,70,200,53,"single","male",12,35.987
"1771",30000,64,140,52,"married","female",11,3.243
"1772",54000,74,185,52,"divorced","male",12,29.224
"1773",70000,72,225,51,"married","male",13,98.399
"1774",18900,69,145,50,"married","female",13,62.877
"1775",50000,62,115,54,"separated","female",12,35.478
"1776",115000,64,123,53,"married","female",16,38.63
"1777",135000,68,200,51,"married","male",16,75.455
"1778",65000,69,185,48,"divorced","male",12,42.818
"1779",3000,65,180,53,"married","female",18,92.726
"1780",43000,70,219,52,"married","male",16,65.344
"1781",49000,61,190,51,"separated","female",16,99.523
"1782",46000,62,150,49,"married","female",16,86.171
"1783",28000,68,250,51,"divorced","male",12,72.096
"1784",100000,69,205,53,"divorced","male",11,40.858
"1785",19110,69,230,52,"married","female",12,70.61
"1786",130500,74,200,48,"married","male",16,93.207
"1787",97500,61,NA,51,"married","female",20,74.219
"1788",52000,60,150,48,"married","female",14,71.891
"1789",10000,68,125,52,"married","female",12,30.568
"1790",54000,67,170,52,"married","female",14,74.666
"1791",30000,70,250,55,"divorced","male",14,76.751
"1792",47000,60,150,53,"married","female",18,88.401
"1793",20000,67,200,50,"married","female",16,75.897
"1794",71000,71,150,50,"married","male",16,66.774
"1795",44000,66,185,54,"married","female",19,82.981
"1796",35000,69,155,51,"married","male",12,37.594
"1797",0,73,287,50,"married","male",12,79.804
"1798",55000,64,105,51,"divorced","female",12,27.254
"1799",26000,69,212,51,"married","male",12,7.222
"1800",0,70,140,50,"divorced","male",12,98.327
"1801",42000,76,210,50,"married","male",12,42.748
"1802",65000,73,175,51,"separated","male",10,20.223
"1803",45000,76,210,48,"married","male",12,10.007
"1804",68000,62,250,53,"single","female",12,51.366
"1805",120000,71,210,52,"married","male",12,42.596
"1806",30000,68,177,51,"married","male",10,6.212
"1807",78000,65,165,51,"married","female",18,97.318
"1808",25000,60,195,52,"married","female",16,87.121
"1809",36000,62,140,50,"married","female",12,66.724
"1810",5000,63,141,49,"married","female",11,43.541
"1811",0,70,218,49,"married","male",16,3.178
"1812",120000,68,200,50,"married","male",11,34.866
"1813",0,66,170,53,"married","female",10,15.43
"1814",0,63,175,55,"married","female",12,12.767
"1815",0,72,230,54,"married","male",12,NA
"1816",40000,72,225,48,"married","male",15,73.986
"1817",18000,63,120,50,"married","female",18,86.396
"1818",80000,71,210,52,"married","female",12,15.538
"1819",44633,65,180,52,"married","female",16,90.608
"1820",0,72,225,50,"divorced","male",12,81.963
"1821",0,68,238,49,"divorced","male",11,29.62
"1822",58000,69,185,54,"married","male",13,75.03
"1823",0,68,250,53,"divorced","male",12,23.741
"1824",24198,62,146,48,"married","female",12,76.118
"1825",110240,71,283,54,"married","male",14,56.648
"1826",103000,68,185,54,"married","male",14,67.777
"1827",41500,70,215,52,"married","male",14,NA
"1828",40000,62,110,49,"married","female",20,93.856
"1829",0,72,220,50,"single","male",16,60.77
"1830",27000,65,200,51,"divorced","female",18,63.94
"1831",45000,67,220,49,"married","female",14,44.006
"1832",9500,64,145,55,"married","female",18,77.623
"1833",71600,62,150,51,"widowed","female",12,58.878
"1834",170000,67,168,48,"married","male",20,74.682
"1835",65000,65,160,51,"married","male",12,69.118
"1836",110000,71,226,50,"married","male",16,99.581
"1837",60000,70,220,52,"married","male",12,52.493
"1838",28000,62,138,55,"married","female",12,32.062
"1839",55000,72,185,52,"married","male",16,91.219
"1840",21000,72,168,54,"divorced","male",12,20.581
"1841",12000,59,100,53,"divorced","female",10,41.277
"1842",102000,70,175,50,"married","male",17,94.6
"1843",45000,61,163,49,"married","female",16,8.642
"1844",107000,63,155,55,"married","female",20,74.779
"1845",0,70,180,53,"married","male",14,47.616
"1846",0,69,220,50,"married","male",12,57.532
"1847",18720,64,141,49,"divorced","female",11,44.873
"1848",35000,72,175,47,"divorced","female",12,53.648
"1849",26000,70,256,53,"married","male",7,4.107
"1850",0,64,180,51,"married","female",12,17.893
"1851",4000,67,187,49,"separated","female",11,7.355
"1852",60000,64,NA,54,"single","female",15,24.11
"1853",0,66,220,50,"divorced","male",10,4.014
"1854",16000,61,165,48,"married","female",8,13.369
"1855",0,69,238,55,"single","male",9,5.171
"1856",22000,65,175,52,"married","male",9,7.37
"1857",0,61,127,50,"widowed","female",11,32.449
"1858",14000,63,165,49,"married","female",8,5.128
"1859",31000,66,235,51,"married","male",12,21.392
"1860",26000,64,180,48,"married","male",8,1.722
"1861",0,64,199,55,"married","male",8,0.81
"1862",11304,61,180,53,"married","female",12,13.722
"1863",23500,67,230,53,"widowed","male",4,NA
"1864",16000,61,125,50,"separated","female",7,16.569
"1865",50000,68,194,54,"married","male",10,2.64
"1866",0,64,180,50,"married","female",NA,30.421
"1867",40000,66,147,51,"married","female",14,62.384
"1868",20000,66,200,51,"divorced","female",11,50.68
"1869",56000,62,132,52,"married","female",16,81.414
"1870",0,61,165,50,"married","female",10,5.686
"1871",0,69,182,49,"married","male",10,5.464
"1872",0,62,156,52,"married","female",11,1.949
"1873",43500,72,260,53,"married","male",20,78.514
"1874",68000,69,250,53,"married","male",17,87.232
"1875",40000,68,246,53,"married","female",12,38.206
"1876",29000,60,130,50,"married","female",12,34.223
"1877",42000,65,260,48,"married","female",16,25.784
"1878",17000,62,167,52,"married","female",12,13.303
"1879",0,66,227,54,"married","male",15,11.426
"1880",30000,64,160,54,"single","male",15,57.714
"1881",60000,66,115,50,"married","female",20,63.262
"1882",72000,70,195,48,"married","male",14,47.892
"1883",16640,58,149,55,"divorced","female",4,2.09
"1884",9400,62,174,53,"separated","female",12,7.961
"1885",111000,62,170,50,"married","female",16,25.652
"1886",115000,68,170,54,"married","male",16,73.187
"1887",110000,67,180,52,"divorced","male",16,56.056
"1888",34000,63,202,49,"married","female",9,1.93
"1889",23000,62,162,50,"single","female",12,22.776
"1890",24000,69,180,48,"married","male",12,12.32
"1891",26000,65,170,52,"separated","male",12,13.404
"1892",18300,61,120,50,"widowed","female",10,34.134
"1893",27000,60,130,48,"divorced","female",12,6.748
"1894",30000,64,194,48,"married","male",12,17.63
"1895",40000,69,185,51,"married","male",16,90.519
"1896",31000,67,245,52,"married","male",10,10.747
"1897",35000,74,300,54,"divorced","male",11,10.936
"1898",0,60,228,54,"separated","female",9,8.366
"1899",0,61,150,53,"divorced","female",11,1.872
"1900",43000,71,240,54,"married","male",10,3.167
"1901",50000,66,200,50,"married","female",12,17.373
"1902",96761,71,195,51,"married","female",18,34.081
"1903",343830,71,180,49,"married","male",18,79.723
